id,title,abstract
9249247,A Novel Sentence Embedding Based Topic Detection Method for Microblogs,"Topic detection is a difficult challenging task, especially when the exact number of topics is unknown. In this article, we present a novel topic detection approach based on neural computing to detect topics in a microblogging dataset. We use an unsupervised neural sentence embedding model to map blogs to an embedding space. The proposed model is a weighted power mean sentence embedding model in which weights are calculated by a targeted attention mechanism. The experimental results show that our embedding model performs better than baseline in sentence clustering. In addition, we propose a clustering algorithm, referred to as Relationship-Aware DBSCAN (RADBSCAN), to discover topics from a microblogging dataset in which the number of topics is automatically determined by the characteristics of the dataset. Moreover, to provide parameter insensibility, we use the forwarding relationship in the blogs as a bridge of two independent clusters. Finally, we validate the proposed method on a dataset from the Sina microblog. The results show that our approach can detect all topics successfully and can extract the keywords of each topic."
8683085,Beyond Word-level to Sentence-level Sentiment Analysis for Financial Reports,"This paper attempts to conduct a sentence-level sentiment analysis with respect to financial risk on a collection of financial reports. Specifically, we first propose a simple yet efficient algorithm to generate financial sentiment phrases (senti-phrases), and then with the obtained senti-phrases, we utilize multiple sentence embedding models for better learning the representations of financial risk sentences. In order to verify the performance of the proposed approach, we conduct a risk classification task of financial sentences on a sentence-level labeled dataset of finance reports. Experimental results show that incorporating the obtained senti-phrases into the embedding-based models improves the classification performance."
9074312,A Comparative Sentiment Analysis Of Sentence Embedding Using Machine Learning Techniques,"Analyzing sentiment is a process to identify the opinion of a text. It is also known as opinion mining or emotion Artificial Intelligence (AI). People post comments in social media mentioning their experience about an event and are also interested to know if the majority of other people had a positive or negative experience on the same event. This classification can be achieved using Sentiment Analysis. Sentiment analysis takes unstructured text comments about a product reviews, an event, etc., from all comments posted by different users and classifies the comments into different categories as either positive or negative or neutral opinion. This is also known as polarity classification. Sentimental analysis can be performed by Text analysis and computational linguistics. This work aims at comparing the performance of different machine learning algorithms in performing sentiment analysis of Twitter data. The proposed method uses term frequency to find the sentiment polarity of the sentence. The performance of Multinomial Naive Bayes, SVM and Logistic regression algorithms in sentence classification were compared. From the results, it is inferred that logistic regression has achieved a greatest accuracy when it is used with n-gram and bigram model."
9230979,Sentence Generation using LSTM Based Deep Learning,"Sentence generation serves the process of predicting relevant words in a specific sequence. The purpose of this research is to come up with a method for generating sentences while maintaining proper grammatical structure. Here, we have implemented a sentence generation system based on Long Short-Term Memory (LSTM) architecture. Our system generally follows the basics of word embedding where words from the dataset get tokenized and turned into vector forms. These vectors are then processed and passed through a Long Short-Term Memory layer. Successive words get generated from the system after each iteration. This process winds up generating relevant words to form a sentence or a passage. The results of the system are pretty convincing compared to different existing methods."
8944630,SSE: Semantic Sentence Embedding for learning user interactions,"Semantics is an integral component in NLP. Semantics provides a meaningful view about the meaning of the language. The meaning of the text is susceptible to the negative words present in them. Thus the impact of semantics in NLP in turn increases the impact of negative words in the sentence. It plays crucial role in shaping the semantics of any sentence. Although all the sub-areas of natural language processing try to find out the impact of negative words on their implementation, the effect of these words are not considered in the word embedding process. Being the foremost step in NLP the omission of these words in embedding can affect the representation of the language. The aim is to propose a model which produces word embeddings by considering the negative words. Although most NLP implementing systems consider all negative words this paper focuses on the word `not' which is followed by an adjective. The antonym for the adjective is identified and is then replaced in the corpus. The model is achieved by replacing the corpus where negative words and this corpus is fed to a three layer neural network to form the embeddings. The proposed technique proves an accuracy of 93.6% in retrieving the relevant answer to the user."
9140343,SBERT-WK: A Sentence Embedding Method by Dissecting BERT-Based Word Models,"Sentence embedding is an important research topic in natural language processing (NLP) since it can transfer knowledge to downstream tasks. Meanwhile, a contextualized word representation, called BERT, achieves the state-of-the-art performance in quite a few NLP tasks. Yet, it is an open problem to generate a high quality sentence representation from BERT-based word models. It was shown in previous study that different layers of BERT capture different linguistic properties. This allows us to fuse information across layers to find better sentence representations. In this work, we study the layer-wise pattern of the word representation of deep contextualized models. Then, we propose a new sentence embedding method by dissecting BERT-based word models through geometric analysis of the space spanned by the word representation. It is called the SBERT-WK method. No further training is required in SBERT-WK. We evaluate SBERT-WK on semantic textual similarity and downstream supervised tasks. Furthermore, ten sentence-level probing tasks are presented for detailed linguistic analysis. Experiments show that SBERT-WK achieves the state-of-the-art performance. Our codes are publicly available."
9609125,Duplicate Bug Report Detection by Using Sentence Embedding and Fine-tuning,"Industrial software maintenance devotes much time and effort to find duplicate bug reports. In this paper, we propose an automated duplicate bug report detection system to improve software maintenance efficiency. Our system detects duplicate reports by vectorizing the contents of each report item by deep-learning-based sentence embedding and calculating the similarity of the whole report from those of the item vectors. The Sentence-BERT fine-tuned with report texts is used for sentence embedding. Finally, we verify that the combination of processing separately by item and Sentence-BERT fine-tuned with reports effectively detects duplicate bug reports in industrial experiments that compare the performance of existing methods."
9534215,Exploring Sentence Embedding Structures for Semantic Relation Extraction,"Sentence embeddings encode natural language sentences as low-dimensional, dense vectors and have improved NLP tasks, including relation extraction, which aims at identifying structured relations defined in a knowledge base from unstructured text. A promising and more efficient approach would be to embed both the text and structured knowledge in low-dimensional spaces and discover alignments between them. We develop such an alignment procedure and evaluate the extent to which sentences carrying similar senses are embedded in close proximity sub-spaces, using that structure to align them to a knowledge graph. Our experimental results show that embedding spaces generated from simple models outperform those from more complicated approaches for the alignment and relation extraction task. We also show that clusterability can serve as a proxy for alignment accuracy, leading us to conclude that better structured spaces drive better semantic applications."
9103797,Sentence Embedding Model Based on Feature Selection,"The method of calculating the word vector using the neural network method provides the motivation for generating the representation model of the sentence. For the smooth inverse frequency sentence vector model, only the word frequency information on the general data set is considered to calculate the word weight, but when it is specific to the task, the problem that the different words contribute differently to the task and its weight correction is not considered. According to the distribution of characteristic words in different categories in the dataset, the task contribution factor (TCF) is proposed by using the improved information gain feature selection method. Based on this factor, a sentence vector representation model (IIG-SIF) based on task contribution is proposed. By testing on the standard text classification dataset 20 Newsgroups and the text similarity calculation dataset SICK, the IIG-SIF model has a greater improvement in the two tasks of text categorization and Text similarity calculation than the original SIF model."
9054274,Self-Attentive Sentimental Sentence Embedding for Sentiment Analysis,"We propose the use of a word-level sentiment bidirectional LSTM in tandem with the self-attention mechanism for sentence-level sentiment prediction. In addition to the proposed model, we also present a finance report dataset for sentence-level financial risk detection. Experiments conducted on the proposed dataset together with two public review datasets attest the effectiveness of our model for sentence sentiment prediction."
9345618,A New Sentence Ordering Method using BERT Pretrained Model,"Building systems with capability of natural language understanding (NLU) has been one of the oldest areas of AI. An essential component of NLU is to detect logical succession of events contained in a text. The task of sentence ordering is proposed to learn succession of events with applications in AI tasks. The performance of previous works employing statistical methods is poor, while the neural networks-based approaches are in serious need of large corpora for model learning. In this paper, we propose a method for sentence ordering which does not need a training phase and consequently a large corpus for learning. To this end, we generate sentence embedding using BERT pre-trained model and measure sentence similarity using cosine similarity score. We suggest this score as an indicator of sequential events' level of coherence. We finally sort the sentences through brute-force search to maximize overall similarities of the sequenced sentences. Our proposed method outperformed other baselines on ROCStories, a corpus of 5-sentence human-made stories. The method is specifically more efficient than neural network-based methods when no huge corpus is available. Among other advantages of this method are its interpretability and needlessness to linguistic knowledge."
9102716,Phrase-Level Global-Local Hybrid Model For Sentence Embedding,"Latent structure models have drawn much attention due to the ability to learn an optimal latent hierarchical structures without explicit structure annotations. However, most existing models suffer from high computation complexity and hard training. To this end, this paper proposes a novel phrase-level global-local hybrid model, which inherits the advantages of existing latent structure models while requires less time complexity. Our model splits a sentence into multiple phrases by a category-selection module. Then, it encodes the context dependency by a phrase-level global encoding module, and encodes the task-specific information by a phrase-level local encoding module. Finally, sentence embedding is obtained by integrating the global encoding and task-specific encoding. Experiments on public benchmarks show that, our model achieves state-of-the-art performance on the tasks of sentence classification and natural language inference. Meanwhile, our model is at least 10 times faster than existing state-of-the-art method at the training stage."
8642425,An Efficient Framework for Sentence Similarity Modeling,"Sentence similarity modeling lies at the core of many natural language processing applications, and thus has received much attention. Owing to the success of word embeddings, recently, popular neural network methods achieved sentence embedding. Most of them focused on learning semantic information and modeling it as a continuous vector, yet the syntactic information of sentences has not been fully exploited. On the other hand, prior works have shown the benefits of structured trees that include syntactic information, while few methods in this branch utilized the advantages of word embeddings and another powerful technique-attention weight mechanism. This paper suggests to absorb their advantages by merging these techniques in a unified structure, dubbed as attention constituency vector tree (ACVT). Meanwhile, this paper develops a new tree kernel, known as ACVT kernel, which is tailored for sentence similarity measure based on the proposed structure. The experimental results, based on 19 widely used semantic textual similarity datasets, demonstrate that our model is effective and competitive, when compared against state-of-the-art models. Additionally, the experimental results validate that many attention weight mechanisms and word embedding techniques can be seamlessly integrated into our model, demonstrating the robustness and universality of our model."
9688008,Automatic Exam Answer Checker using Optical Character Recognition and Sentence Embedding,"The old-fashioned manual system of answer script correction is tiresome and time-consuming. Human resources are consumed and wasted. The automatic exam answer checker evaluates the answers and efficiently allocates the marks. Exam management authorities have access to post questions and provide an answer key based on which the system evaluates solutions. The system uses several technologies such as Cloud computing, Optical Character Recognition, and Web Development and Hosting. The handwritten answers are uploaded, or typed solutions are sent to the system. The responses are evaluated according to the answer key provided by the exam authorities. Solutions are uploaded on a webpage where students can login using unique credentials and view their results. The system is user friendly and efficient"
8806506,The Impact of Sentence Embeddings in Turkish Paraphrase Detection,"In recent studies, it is shown that word embeddings achieve in several natural language processing (NLP) tasks. Though paraphrase identification in Turkish is well-studied by traditional statistical NLP methods, to the best of our knowledge there exists no study where word and/or sentence embeddings are employed. In this paper, three methods, which are well-known as “using average vector for word embeddings” (AWE), “concatenated vectors for word embeddings” (CWE) and “word mover's distance word embeddings” (WMDWE) to build sentence embeddings from word embeddings are examined and their effect in performance of paraphrase identification is measured. The results are presented comparatively for English (MSRP) and Turkish (PARDER and TuPC) paraphrase corpora. The study doesn't cover the optimization of parameters used in training of word embeddings and also the features specific to Turkish langauge are not considered. Despite this naive approach, the test results obtained from PARDER corpus are inspiring that a more detailed study that involves such improvements may result with more convincing performance values."
8901317,An Improved Adaptive and Structured Sentence Embedding,"Recently, attention mechanism has aroused great interest in various fields of Natural Language Processing (NLP). In this paper, we propose a new model for extracting an interpretable sentence embedding by introducing an ""Adaptive self-attention"". Instead of using a vector, we use a 2-D matrix to represent the embedding and each valid row of the matrix represents a part of sentence. In addition, a length hierarchy mechanism with a unique loss function is applied to adaptively adjust the number of the valid rows of the matrix, which can solve the problem of attention redundancy in short sentences and lack of attention in long sentences. We evaluate our model on text classification tasks: news categorization, review categorization and opinion classification. The results show that our model, compared with other sentence embedding methods, achieve significant improvement in terms of performance when there exists a large amount of data and the length of the data is evenly distributed."
9412102,Evaluation of BERT and ALBERT Sentence Embedding Performance on Downstream NLP Tasks,"Contextualized representations from a pre-trained language model are central to achieve a high performance on downstream NLP task. The pre-trained BERT and A Lite BERT (ALBERT) models can be fine-tuned to give state-of-the-art results in sentence-pair regressions such as semantic textual similarity (STS) and natural language inference (NLI). Although BERT-based models yield the [CLS] token vector as a reasonable sentence embedding, the search for an optimal sentence embedding scheme remains an active research area in computational linguistics. This paper explores on sentence embedding models for BERT and ALBERT. In particular, we take a modified BERT network with siamese and triplet network structures called Sentence-BERT (SBERT) and replace BERT with ALBERT to create Sentence-ALBERT (SALBERT). We also experiment with an outer CNN sentence-embedding network for SBERT and SALBERT. We evaluate performances of all sentence-embedding models considered using the STS and NLI datasets. The empirical results indicate that our CNN architecture improves ALBERT models substantially more than BERT models for STS benchmark. Despite significantly fewer model parameters, ALBERT sentence embedding is highly competitive to BERT in downstream NLP evaluations."
9382471,Extraction of Question-related Sentences for Reading Comprehension Tests via Attention Mechanism,"Attention mechanism is now being widely used in machine translation, image segmentation, and many other neural network-based applications. In the attention mechanism, there is an index called ""attention score"" which could reflect the relevance degrees between the output tokens with the input tokens. In this paper, we proposed a method using the attention score in extracting the question-related sentences from the articles of reading comprehension tests. We investigated and compared the accuracies of the extracted sentences when in word-level embedding, sentence-level embedding, and using the traditional cosine similarity. Through the evaluation of the randomly selected results of the extracted sentences, the method using the attention mechanism with sentence-level embedding obtained the accuracy of 88.3%, which was 80.9% when using word-level embedding and 83.5% when using the general cosine similarity. Meanwhile, the sentence-level embedding method also obtained the highest precision and recall in the three methods. The results suggest that using the attention mechanism with sentence-level embedding could extract the question-related sentences more accurately than traditional cosine similarity."
8695382,ES-ESens: Detection of Event Sentences Based on Evaluation of the Explicitness and Significance of Information,"Extracting event sentences with explicit and significant information is a basic work of semantic analysis based retrieval of text information. Current methods of event extraction normally lack evaluation of the quality of information embedded in a sentence, thus the extracted event sentences usually contain inexplicit or insignificant information that is unusable for real-world applications. In this paper, we introduce ES-ESens, a deep learning based methodology for detecting event sentences with high-quality information. To evaluate the explicitness and significance of the information embedded in a sentence, ES-ESens adopts Recurrent Neural Network with attention mechanism to perform deep semantic analysis on the context of the sentence and the article that explains the background of the event. Based on datasets of practical applications, experiments are presented to show the performance of our methodology."
9412169,Efficient Sentence Embedding via Semantic Subspace Analysis,"A novel sentence embedding method built upon semantic subspace analysis, called semantic subspace sentence embedding (S3E), is proposed in this work. Given the fact that word embeddings can capture semantic relationship while semantically similar words tend to form semantic groups in a high-dimensional embedding space, we develop a sentence representation scheme by analyzing semantic subspaces of its constituent words. Specifically, we construct a sentence model from two aspects. First, we represent words that lie in the same semantic group using the intra-group descriptor. Second, we characterize the interaction between multiple semantic groups with the inter-group descriptor. The proposed S3E method is evaluated on both textual similarity tasks and supervised tasks. Experimental results show that it offers comparable or better performance than the state-of-the-art. The complexity of our S3E method is also much lower than other parameterized models."
9170315,A Sentence-RCNN embedding model for Knowledge Graph Completion,"Large-scale knowledge graphs are structured to represent real world facts, but they are far from completeness. A number of completion methods have been developed to fill missing facts. In this paper, a novel Sentence-RCNN embedding model is proposed for knowledge graph completion. This model represents knowledge facts as sentences, so that it can precisely capture long-term dependencies, local structure information and translational features simultaneously. In addition, we propose a new method to construct negative samples (CNS), which greatly reduces the number of false negative samples used in model training stage. The proposed model was validated by two challenging benchmark datasets without any extra information. Results showed Sentence-RCNN model had fairly good accuracy, robustness and convergence than the state-of-the-art embedding models. It improved MRR and H©N metrics by an average of over 11.8%, and obtained extra 5.4% improvement with CNS method."
9446068,Korean Erroneous Sentence Classification With Integrated Eojeol Embedding,"This paper attempts to analyze the Korean sentence classification system. Sentence classification is the task of classifying an input sentence based on predefined categories. However, spelling or space error contained in the input sentence causes problems in morphological analysis and tokenization. This paper proposes a novel approach of Integrated Eojeol (Korean syntactic word separated by space) Embedding to reduce the effect of poorly analyzed morphemes on sentence classification. The paper also proposes two noise insertion methods that further improve classification performance. Our evaluation results indicate that by applying the proposed methods on the existing sentence classifiers, the sentence classification accuracy on erroneous sentences is increased by 8% to 15%."
9582605,Predicting Software Defect Severity Level using Sentence Embedding and Ensemble Learning,"Bug tracking is one of the prominent activities during the maintenance phase of software development. The severity of the bug acts as a key indicator of its criticality and impact towards planning evolution and maintenance of various types of software products. This indicator measures how negatively the bug may affect the system functionality. This helps in determining how quickly the development teams need to address the bug for successful execution of the software system. Due to a large number of bugs reported every day, the developers find it really difficult to assign the severity level to bugs accurately. Assigning incorrect severity level results in delaying the bug resolution process. Thus automated systems were developed which will assign a severity level using various machine learning techniques. In this work, five different types of sentence embedding techniques have been applied on bugs description to convert the description comments to an n-dimensional vector. These computed vectors are used as an input of the software defect severity level prediction models and ensemble techniques like Bagging, Random Forest classifier, Extra Trees classifier, AdaBoost and Gradient Boosting have been used to train these models. We have also considered different variants of the Synthetic Minority Oversampling Technique (SMOTE) to handle the class imbalance problem as the considered datasets are not evenly distributed. The experimental results on six projects highlight that the usage of sentence embedding, ensemble techniques, and different variants of SMOTE techniques helps in improving the predictive ability of defect severity level prediction models."
8683367,Investigating the Effects of Word Substitution Errors on Sentence Embeddings,"A key initial step in several natural language processing (NLP) tasks involves embedding phrases of text to vectors of real numbers that preserve semantic meaning. To that end, several methods have been recently proposed with impressive results on semantic similarity tasks. However, all of these approaches assume that perfect transcripts are available when generating the embeddings. While this is a reasonable assumption for analysis of written text, it is limiting for analysis of transcribed text. In this paper we investigate the effects of word substitution errors, such as those coming from automatic speech recognition errors (ASR), on several state-of-the-art sentence embedding methods. To do this, we propose a new simulator that allows the experimenter to induce ASR-plausible word substitution errors in a corpus at a desired word error rate. We use this simulator to evaluate the robustness of several sentence embedding methods. Our results show that pre-trained neural sentence encoders are both robust to ASR errors and perform well on textual similarity tasks after errors are introduced. Meanwhile, unweighted averages of word vectors perform well with perfect transcriptions, but their performance degrades rapidly on textual similarity tasks for text with word substitution errors."
9724806,An Effective Crowdsourced Test Report Clustering Model Based on Sentence Embedding,"In the crowdsourced testing industry, efficient and automated classification of true bugs from test reports can greatly reduce the cost of software testing. Most of the existing methods are based on TF-IDF or machine learning methods to vectorize the test report and then construct a classifier. However, the document vector constructed by keywords more or less ignores the description information in the document, which affects the performance of classification and detection of real defects. In order to use the description information to construct an effective report clustering model, we propose a model called RCSE to encode test report description information at the sentence level, calculate the similarity between the test reports from the feature similarity of the description sentence, then cluster the test report. We evaluated the model on 3,442 reports. The experimental results show that the clustering model based on sentence embedding has an average purity of 12.3 % and an ARI of 22.0% higher than the keyword-based model on three report datasets."
9564148,Semantic Representation of Sentences Employing an Automated Threshold,"Semantic representations of sentences have become a challenging task for many fields of natural language processing. To represent the sentence, the semantic distributional representations of its words are being used. In this approach, all the features of the words are used to represent the sentence. The features of the words play a major role for all tasks including semantic representation of the sentence for the purpose of measuring semantic textual similarity (STS). In this paper, we study that all the features of the words are not necessary for semantic representation of the sentence to estimate the STS. Pre-trained word-embedding and BERT (Bidirectional Encoder Representation from Transformers) models are employed to get the semantic distribution of the words. An automated threshold is applied to the feature vectors of the words to get the sentence representation. Finally, the cosine similarity is employed on the sentence vectors to measure their STS. To validate the performance of our proposed approach, a wide range of experiments are carried out on four benchmark STS datasets. The results of the experiments concluded that our proposed approach is capable of semantic representation of the sentence and also outperforms some state-of-the-art methods."
9671614,Mufin: Enriching Semantic Understanding of Sentence Embedding using Dual Tune Framework,"With the advancements of Natural Language Understanding (NLU), diverse industrial applications like user intent classification, smart chatbots, sentiment analysis and question answering have be-come a primary paradigm. Transformers-based multi-lingual language models such as XLM have performed significantly well in diverse semantic understanding and classification tasks. However, fine-tuning such large pre-trained architectures is resource and compute intensive, limiting its wide adoption in enterprise environments.We present a novel efficient and light-weight frame-work based on sentence embeddings to obtain enhanced multi-lingual text representations for domain-specific NLU applications. Our framework combines the concepts of up-projection, alignment and meta-embeddings enhancing the textual semantic similarity knowledge of smaller sentence embedding architectures. Extensive experiments on diverse cross-lingual classification tasks showcase the proposed framework to be comparable to state-of-the-art large language models (in mono-lingual and zero-shot settings), even with lesser training and resource requirements."
9051342,Sentence-SFV Model: Make Full Use of Word Embedding Actively,"Word Embedding is a method that can learn and capture the grammatical and semantic features contained in the corpus through unsupervised training. Because of this superior characteristic, it is very common to use word vectors as inputs in the downstream tasks. However, little attention has been paid to the active mining of semantic information carried by word vectors. Therefore, we propose a Sentence based Scenario Feature Vector (Sentence-SFV) Model to represent the scenario related grammatical features of sentences quantitively in vector form. With the help of Sentence-SFV model, we extract scenario related features of different corpora and project them into a 3D feature space for visual analysis, by which means we demonstrate the interesting ability of our model like distinguishing grammatical features and explaining grammatical differences between different corpora. We also discuss on the methods to further improve our model, and verify the improvement effect by apply optimized SFV in CNN based sentiment classification experiments."
8824961,Implementing a Real-Time Image Captioning Service for Scene Identification Using Embedded System,"This work aims to implement a real-time scene identification system using an image captioning model on an embedded system. The image captioning model can translate the image captured by a webcam installed on the embedded system into a human-readable sentence immediately. Users can get the information quickly by reading only the sentences. There are two stages in the image captioning model. First, a deep neural network extracts features from images captured from the webcam. Second, a long-short term memory generates the corresponding sentence. Due to the portability of the embedded system, our scene identification system can be placed anywhere at home or in the company. We evaluate the execution time in different aspects on several embedded systems and demonstrate the generated sentences from the captured images by our scene identification system."
