id,title,abstract
9267942,Development of a Multi-Platform Obstacle Avoidance System for Autonomous Underwater Vehicles,"Undertaking world-class ocean science requires data gathering in some of the world's most extreme environments, such as under polar ice, deep benthic habitats and underwater canyons. Autonomous Underwater Vehicles (AUVs) are often employed for these tasks, as these stable, untethered, vehicles are able to access areas not reachable with conventional ship-based sampling methods. It is easy to understand how deployments in such scenarios require the AUV to be equipped with appropriate sensors to perceive obstacles within its environment as well as suitable collision avoidance control schemes to maintain safe operation.The Marine Autonomous and Robotic Systems (MARS) group at the National Oceanography Centre (NOC) develops and operates multiple AUVs suited for missions in a range of extreme environments. Recently, a considerable effort has been made to develop the NOC On-board Control System (OCS) for AUVs, a unified software architecture able to adapt to different platforms and to provide greater flexibility and extensibility in terms of underwater autonomy. Within this framework, a new Obstacle Avoidance System (OAS) is being developed. The goal is to design a flexible and modular system able to work effectively with different vehicles and in different scenarios, and to satisfy diverse science requirements.This paper will describe the OAS and its components, its integration within the OCS, and its interaction with the preexisting on-board autonomy and guidance systems when dealing with collisions and obstacles in the context of autonomous navigation."
8626459,Autonomous Vehicles: Autodriver Algorithm and Vehicle Dynamics,"A given road can be expressed mathematically in a global (or world) coordinate frame. Following the road can be substituted by following the loci of its curvature center and turning at the right circle of curvature. Considering that a vehicle in motion is always in turn about an instantaneous rotation center relative to the ground, an autonomous vehicle capable of following a given path by coinciding the rotation center of vehicle at every moment on the curvature center of the road could be designed. The dynamic reactions of the vehicle influence its path of motion and make its rotation center to depart from the desired path of the curvature center of the road. In this study, the Autodriver algorithm control strategy to front-wheel-steering vehicles has been developed and a control loop is introduced to compensate the present errors generated by the differences of the desired locating on the road and the real position of the vehicle."
9709187,Cooperative Formation of Autonomous Vehicles in Mixed Traffic Flow: Beyond Platooning,"Cooperative formation and control of autonomous vehicles (AVs) promise increased efficiency and safety on public roads. In single-lane mixed traffic consisting of AVs and human-driven vehicles (HDVs), the prevailing platooning of multiple AVs is not the only choice for cooperative formation. In this paper, we investigate how different formations of AVs impact traffic performance from a set-function optimization perspective. We first reveal a stability invariance property and a diminishing improvement property of noncooperative formation when AVs adopt an independently designed Adaptive Cruise Control (ACC) strategy. Then, we focus on the case of cooperative formation where AVs utilize a centralized optimal controller. We further investigate the corresponding optimal formation of multiple AVs using set-function optimization. Two predominant optimal formations, i.e., uniform distribution and platoon formation, emerge from extensive numerical experiments. Interestingly, platooning might have the least potential to improve traffic performance when HDVs have poor string stability behavior. These results suggest more opportunities for cooperative formation of AVs, beyond platooning, in practical mixed traffic flow."
9367649,A dynamic lane-changing trajectory planning scheme for autonomous vehicles on structured road,"Autonomous driving has the potential of revolutionizing the mode of trip for human society with improved transport safety and accessibility and reduced emissions. Trajectory planning plays a fundamental role in autonomous driving implementation. This paper proposes a lane-changing trajectory planning method for autonomous vehicles on structured roads. The host vehicle collects information of the surrounding vehicles based on vehicle-to-vehicle (V2V) communication, and then a trajectory planning algorithm is presented to calculate a collision-free trajectory for lane changing. Accelerating, slowing down or returning to the original lane are possibly planned by the host vehicle in response to velocity changes of the surrounding vehicles. The quintic polynomial is used to represent the possible trajectories, and a cost function considering comfort and lane-changing efficiency is designed. The optimal trajectory is determined by solving a constrained optimization problem. The effectiveness of the proposed method is verified under different scenarios through simulations."
8942741,Design of an Autonomous Tracked Mower Robot using Vision-Based Remote Control,"Nowadays, autonomous vehicles and automated guided vehicles (AGV) are one of the most up-to-date subjects because of the readiness of the sensors, actuators, and real-time controllers. Similar to the AGV, an autonomous track mower robot was designed in this research. The mobile robot, which had a National Instruments real-time controller, was remotely controlled from a computer. Unlike to common mowers, the mower has track geometry in order to climb up a steep path. The position of the robot was controlled by two DC geared motors and feedback by using vision system. A web camera was installed on the robot to capture the environment, make a decision, and change the robot trajectory. Experiments have shown that robot can cut tall grass and operate in a specific task."
8854803,Soft-Switching Proximate Time Optimal Heading Control for Underactuated Autonomous Underwater Vehicle,"In this paper, a soft-switching proximate time-optimal control (PTOC) is proposed based on the model-compensation extended state observer (ESO) and Takagi-Sugeno fuzzy switching, for the fast set-heading tracking of underactuated autonomous underwater vehicle (AUV). First, based on Pontryagin's maximum principle, a time-optimal control (TOC) law is derived for the first-order Nomoto model of the underactuated AUV. Then, a model-compensation active disturbance rejection control (ADRC) is developed; the outstanding characteristic is that the nonlinear heading dynamic model is compensated to a first-order Nomoto model rather than by a double integral system through implementing a model-compensation ESO (MC-ESO). The regular ESO is replaced with a reduced-order ESO (RESO) to reduce complexity, and the model-compensation RESO (MC-RESO) is designed by adding the known partial model to RESO. Based on the controller scaling method, a parameter self-tuning strategy is proposed for model-compensation ADRC (MC-ADRC) with changed plant parameters at different velocities. Finally, the soft-switching PTOC is developed for heading control, and the MC-RESO is adopted to estimate the unmeasured velocity and unknown total disturbances for feedback and compensation. The TOC with an unsaturated region (RTOC) is employed to enhance the robustness by using a switching region to replace the switching curve, and a soft-switching strategy between ADRC (near the origin) and RTOC (far from origin) is designed based on the Takagi-Sugeno fuzzy mode. Several simulations are carried out, the effectiveness of self-tuning MC-ADRC is verified, and the proposed soft-switching PTOC shows better performance compared with MC-ADRC."
9416483,Interaction-Aware Probabilistic Trajectory Prediction of Cut-In Vehicles Using Gaussian Process for Proactive Control of Autonomous Vehicles,"This paper presents a probabilistic trajectory prediction of cut-in vehicles exploiting the information of interacting vehicles. First, a probability distribution of behavioral parameters, which represents the characteristics of lane-change motion, is obtained via Gaussian Process Regression (GPR). For this purpose, Gaussian Process (GP) models are trained using real-world trajectories of lane-changing vehicles and adjacent vehicles. Subsequently, the future states of the lane-change vehicle are probabilistically estimated using a path-following model, which introduces virtual measurements based on the information of behavioral parameters. The proposed predictor is applied to the motion planning and control of autonomous vehicles. A Model Predictive Control (MPC) is designed to achieve predictive maneuvering of autonomous vehicles against cut-in preceding vehicles. The proposed predictor has been evaluated in terms of its prediction accuracy. Also, the performance of the proposed predictor-based control has been validated via computer simulations and autonomous driving vehicle tests. Compared to conventional prediction methods, it is shown that the interaction-aware proposed predictor provides improved prediction of cut-in vehicles' motion in multi-vehicle scenarios. Furthermore, the control results indicate that the proposed predictor helps the autonomous vehicle to reduce the control effort and improve ride quality for passengers in cut-in scenarios, while guaranteeing safety."
8943936,Method of the Autonomous Initial Alignment of Strapdown Inertial Navigation Systems with Preliminary Autocalibration of Inertical Sensors for Unmanned Aerial Vehicles,The method of autonomous initial alignment of strapdown inertial navigation systems with the preliminary auto-calibration of inertial sensors of primary information (angular velocity sensors and accelerometers) is proposed by providing a series of fixed rotations of the sensor block around the vertical and horizontal axes with the help of a special rotary device. The significant advantage of this method is established in the accuracy of the exhibition before the known two-vector method. The application of the proposed method for the SINS initial alignment in the control systems of unmanned aerial vehicles has a good prospect.
9274978,Dynamic Model and Predictive Control of Electric Driven Eight-wheeled Differential Steering Autonomous Vehicle,"This paper presents the dynamic modeling and predictive control method and the controller design of an electric driven eight-wheeled differential steering autonomous vehicle. First, the dynamic model of autonomous vehicle is built. Then, the model predictive control method is introduced. Consequently, the path tracking controller of autonomous vehicle is designed on the basis of dynamic model and predictive control method. Finally, the real vehicle experiment is performed at a middle speed up to 60km/h on a two kilometers long highway. The experimental results show a mean lateral error less than 0.3m and heading error less than 2 deg when follow the given refer path. The experiment also proofs the controller has certain anti-interference ability, which demonstrates the effectiveness of proposed control method and autonomous vehicle path tracking controller."
9189630,Geomagnetic Perceiving Navigation Method for Autonomous Underwater Vehicle Using an Adapted Search Strategy,"This paper proposes an adapted search strategy to solve the optimization searching problem of geomagnetic perceiving navigation for autonomous underwater vehicle. The activation rule for agent is to dynamically allocate the regulating commands among various environments. Therefore, the activation rule for autonomous underwater vehicle is vital to ensure the overall searching performance. In this paper, the activation rule is applied to provide an interactive self-learning to minimize the cost function. It can become an effective learning model for search strategy in the geomagnetic perceiving navigation. At last, the proposed adapted motion search algorithm is implemented and the results can show the reliability and effectiveness of the proposed algorithm."
9267887,Framework for Combining Multiple Lightweight Underwater Vehicles into Super Underwater Vehicle,"This paper investigates the potential of using multiple, rigidly interconnected lightweight underwater vehicles (LUVs) as a cheaper alternative to using a single vehicle for mapping and monitoring. The objective is to develop a prototype super underwater vehicle (SUV) demonstrating the proficiency of the multi-vehicle approach. This includes the definition of a framework for SUV control and a demonstration of a prototype SUV consisting of two remotely operated vehicles (ROVs) with supporting experimental results from using the SUV for underwater hyperspectral imaging of macroalgae in an Arctic habitat in Kongsfjorden, Svalbard."
9156201,"Invited Talk: Software Engineering, AI and autonomous vehicles: Security assurance","In this talk, I will first walk through some real industrial requirements and research challenges in autonomous vehicles. I will then talk about research works which can potentially solve these issues, mainly covering training, testing and anomaly detection for autonomous systems and driver behaviour detection. The talk will be broad but covering some state of the art interesting research questions and directions in autonomous vehicles safety and security assurance, and human vehicle interaction which shall be suitable both for researchers and industry practitioners for in-depth enquiry and collaboration."
9514194,Thruster Fault Diagnosis in Autonomous Underwater Vehicle Based on Bayesian network,"In order to solve the uncertainty and complexity of autonomous underwater vehicle (AUV) fault diagnosis, and it is difficult to locate the specific fault, a fault diagnosis method based on Bayesian network is proposed. Finally, it is verified that Bayesian network can be applied to AUV reliability analysis and fault diagnosis, and compared with principal component analysis (PCA) fault diagnosis, it is proved that Bayesian network can better diagnose the snecific fault causes."
9291324,Wireless Power Transfer for Autonomous Underwater Vehicle,"In this work, we develop a wireless power transfer (WPT) system for Autonomous Underwater Vehicle (AUV). The objective of this work is to reduce the time of onsite AUV's battery disassembling and assembling process. To apply the wireless charging system can solve the conventional charging in term of flexibility and convenience. The effect of coupling factors at different distances between transmitter (TX) and receiver (RX) coil in seawater was investigated. It is confirm that TX and RX coil has higher coupling coefficient when it was operated in the seawater. To validate the proposed system, a laboratory hardware prototype was built and tested. Hence, the results were revealed that the proposed WPT system could work properly according to the proposed concept with the maximum receiving power of 51.48-W while the maximum power transfer efficiency was around 70-%."
9344394,Steering Control of an Autonomous Underwater Vehicle using SMC Techniques,"This paper presents the problem of steering control for autonomous underwater vehicles (AUVs). A six degrees-of-freedom (DOF) system of coupled equations of motion of an AUV is first decoupled as a lateral model to control steering angle of an AUV. Sliding Mode Control (SMC) technique is used to stabilize the system and track a constant reference yaw angle in presence of model perturbations and uncertainties. Using numerical simulations, it is shown that the closed-loop system under the proposed control scheme is stable and the tracking error converges to zero in presence of model perturbations and uncertainties."
8742065,Autonomous Obstacle Avoidance Vehicle Using LIDAR and an Embedded System,"Autonomous miniature vehicles are widely used to test many types of algorithms and simulate the driving behavior as in the real world. In the last decade, several approaches have been proposed for obstacle avoidance in self-driving vehicles. In this paper, we present our autonomous vehicle implementation which gives a solid solution to this problem in an efficient manner, using a Raspberry Pi and a LIDAR module for indoor navigation. Our vehicle is capable of navigating in an unknown environment while avoiding obstacles. Unlike other implementations, our vehicle doesn't use Computer Vision (CV) techniques for obstacle detection but only a single LIDAR sensor and thus can safely navigate in low luminosity enviroments. We perfomed various experiments and verified the success of our implementation."
9334354,Security for Autonomous Vehicle Networks,"Autonomous driving is developing rapidly with the progress of AI. But due to the evolution of automotive E/E architecture and interaction of vehicle-to-everything, security threats are also increasing rapidly. In this paper, we try to identify the technical challenges and the core issues of securing Autonomous Vehicles and the networks, make an analysis of the mainstream standards and industry best practices, and furthermore highlight some research areas."
9333062,An Intelligent In-cabin Monitoring System in Fully Autonomous Vehicles,"Absence of human driver inside fully autonomous vehicle (FAV) essentially requires monitoring the in-cabin of such transportation systems. Although, previous researchers claimed inside monitoring of vehicle. However, mostly they have performed diver status monitoring. It is quite insufficient for FAV, and proper in-cabin monitoring is an essential demand to ensure safety and security to both, human and vehicle. In this paper, we have proposed a single artificial intelligence (AI) based camera to monitor and understand in-cabin occupants and their behaviors. Further, requirements of monitoring inside the vehicle cabin has been showcased and various irregular situations have demonstrated which should be considered to provide safe and secure ride to the occupants. Furthermore, we have developed our own database due to very few availabilities of such used cases and dataset. It is to facilitate more research in this domain."
9249626,System Design for a Driverless Autonomous Racing Vehicle,"The rising popularity of autonomous vehicles has led to the development of driverless racing cars, where the competitive nature of motorsport has the potential to drive innovations in autonomous vehicle technology. The challenge of racing requires the sensors, object detection and vehicle control systems to work together at the highest possible speed and computational efficiency. This paper describes an autonomous driving system for a self-driving racing vehicle application using a modest sensor suite coupled with accessible processing hardware, with an object detection system capable of a frame rate of 25fps, and a mean average precision of 92%. A modelling tool is developed in open-source software for real-time dynamic simulation of the autonomous vehicle and associated sensors, which is fully interchangeable with the real vehicle. The simulator provides performance metrics, which enables accelerated and enhanced quantitative analysis, tuning and optimisation of the autonomous control system algorithms. A design study demonstrates the ability of the simulation to assist in control system parameter tuning - resulting in a 12% reduction in lap time, and an average velocity of 25 km/h - indicating the value of using simulation for the optimisation of multiple parameters in the autonomous control system."
9016493,A Driving Decision Strategy(DDS) Based on Machine learning for an autonomous vehicle,"A current autonomous vehicle determines its driving strategy by considering only external factors (Pedestrians, road conditions, etc.) without considering the interior condition of the vehicle. To solve the problem, this paper proposes ""A Driving Decision Strategy(DDS) Based on Machine learning for an autonomous vehicle"" which determines the optimal strategy of an autonomous vehicle by analyzing not only the external factors, but also the internal factors of the vehicle (consumable conditions, RPM levels etc.). The DDS learns a genetic algorithm using sensor data from vehicles stored in the cloud and determines the optimal driving strategy of an autonomous vehicle. This paper compared the DDS with MLP and RF neural network models to validate the DDS. In the experiment, the DDS had a loss rate approximately 5% lower than existing vehicle gateways and the DDS determined RPM, speed, steering angle and lane changes 40% faster than the MLP and 22% faster than the RF."
9349606,Anomaly modelling in machine learning based navigation system of autonomous vehicles,"In the past few years, autonomous navigation systems are gradually introduced to the consumer vehicles and the cars using these systems are gaining popularity. The autonomous navigation systems are using machine learning and deep learning models for visual processing of complex road scenes in various scenarios. These machine learning models are trained using numerous test rides and the process of training sometimes continues as the vehicle is navigating the streets. These machine learning models are vulnerable to anomalies which can lead to various issues for the autonomous driving systems. These issues will put the safety of the vehicle in danger. In this paper, the issue of the impact of the anomalies on the deep learning models of smart vehicles is investigated and a method for anomaly modelling in the machine learning based autonomous driving systems is presented. The presented model can increase the robustness of the autonomous vehicles."
9447835,Dynamic Lane-Changing Trajectory Planning for Autonomous Vehicles Based on Discrete Global Trajectory,"Automatic lane-changing is a complex and critical task for autonomous vehicle control. Existing researches on autonomous vehicle technology mainly focus on avoiding obstacles; however, few studies have accounted for dynamic lane changing based on some certain assumptions, such as the lane-changing speed is constant or the terminal state is known in advance. In this study, a typical lane-changing scenario is developed with the consideration of preceding and lagging vehicles on the road. Based on the local trajectory generated by the global positioning system, a path planning model and a speed planning model are respectively established through the cubic polynomial interpolation. To guarantee the driving safety, passenger comfort and vehicle efficiency, a comprehensive trajectory optimization function is proposed according to the path planning model and speed planning model. In addition, a dynamic decoupling model is established to solve the problems of real-time application to provide viable solutions. The simulations and real vehicle validations are conducted, and the results highlight that the proposed method can generate a satisfactory lane-changing trajectory for automatic lane-changing actions."
9443641,Visual Navigation and Landing Control of an Unmanned Aerial Vehicle on a Moving Autonomous Surface Vehicle via Adaptive Learning,"This article presents a visual navigation and landing control paradigm for an unmanned aerial vehicle (UAV) to land on a moving autonomous surface vehicle (ASV). Therein, an adaptive learning navigation rule with a multilayer nested guidance is designed to pinpoint the position of the ASV and to guide and control the UAV to fulfill horizontal tracking and vertical descending in a narrow landing region of the ASV by means of merely relative position feedback. To ensure the feasibility of the proposed control law, asymptotical stability conditions are derived based on Lyapunov stability theory. Landing experimental results are reported for a UAV-ASV system consisting of an M-100 UAV and a self-developed three-meters-long HUSTER-30 ASV on a lake to substantiate the efficacy of the proposed landing control method."
9679716,A learning-based flexible autonomous motion control method for UAV in dynamic unknown environments,"This paper presents a deep reinforcement learning (DRL)-based motion control method to provide unmanned aerial vehicles (UAVs) with additional flexibility while flying across dynamic unknown environments autonomously. This method is applicable in both military and civilian fields such as penetration and rescue. The autonomous motion control problem is addressed through motion planning, action interpretation, trajectory tracking, and vehicle movement within the DRL framework. Novel DRL algorithms are presented by combining two difference-amplifying approaches with traditional DRL methods and are used for solving the motion planning problem. An improved Lyapunov guidance vector field (LGVF) method is used to handle the trajectory-tracking problem and provide guidance control commands for the UAV. In contrast to conventional motion-control approaches, the proposed methods directly map the sensorbased detections and measurements into control signals for the inner loop of the UAV, i.e., an end-to-end control. The training experiment results show that the novel DRL algorithms provide more than a 20% performance improvement over the state-of-the-art DRL algorithms. The testing experiment results demonstrate that the controller based on the novel DRL and LGVF, which is only trained once in a static environment, enables the UAV to fly autonomously in various dynamic unknown environments. Thus, the proposed technique provides strong flexibility for the controller."
9661196,LTVMPC for Dynamic Positioning of An Autonomous Underwater Vehicle,"Autonomous Underwater Vehicles (AUVs) need to keep the orientation and position in a dynamic positioning task against ocean currents. Then, a dynamic positioning controller combining linear time-varying model predictive control (LTVMPC) and integral sliding mode control (ISMC) is proposed. The LTVMPC is used to achieve optimal control considering input and output constraints, while the ISMC is adopted to reject external disturbances to improve robustness. Finally, numerical simulations validate the performance of the proposed dynamic positioning controller through a comparison with nonlinear MPC (NMPC) and LTVMPC without ISMC."
